asset,index,x,y,width,height,faceX,faceY,faceSpan,referenceSpan
w11-husband-hot-personal,31,696,312,232,264,101.1359325605901,91.3342114506498,113.12531227933424,35.58863065977899
w11-husband-hot-personal,32,0,624,201,284,96.0631885426503,103.79674220963173,113.12531227933424,35.58863065977899
w11-husband-hot-personal,33,232,624,193,269,94.40610112829086,101.18512327622233,113.12531227933424,35.58863065977899
w11-husband-hot-personal,34,464,624,198,287,116.33737635421573,89.31417804992934,113.12531227933424,35.58863065977899
w11-husband-hot-personal,35,696,624,190,280,113.78308457711444,105.27091813658978,113.12531227933424,35.58863065977899
w11-husband-hot-extras,36,0,0,148,226,96.51609553478713,63.10747663551402,92.15376162346185,35.58863065977899
w11-husband-hot-extras,37,176,0,140,231,93.61398071625345,64.62310606060606,92.15376162346185,35.58863065977899
w11-husband-hot-extras,38,352,0,140,231,90.43311148086522,67.51148086522463,92.15376162346185,35.58863065977899
w11-husband-hot-extras,39,528,0,134,230,85.1088746569076,62.522781335773104,92.15376162346185,35.58863065977899
weather-hot,9,696,568,163,240,82.16501691517351,73.9170530008771,112.12375594923306,35.58863065977899
w11-husband-hot-extras,48,0,268,158,200,89.20612557427259,68.49433384379786,92.15376162346185,35.58863065977899
w11-husband-hot-extras,49,176,268,154,209,70.12103956782013,67.06453496860856,92.15376162346185,35.58863065977899
w11-husband-hot-extras,50,352,268,154,210,74.56499777150498,68.64448076065963,92.15376162346185,35.58863065977899
w11-husband-hot-extras,51,528,268,143,201,64.34593146241716,64.87787336059795,92.15376162346185,35.58863065977899
w11-husband-hot-extras,52,0,536,135,253,68.84178915757863,65.23644697328908,92.15376162346185,35.58863065977899
w11-husband-hot-extras,53,176,536,163,261,82.539700587455,60.769187038089825,92.15376162346185,35.58863065977899
w11-husband-hot-extras,54,352,536,175,265,76.90491044475749,72.62507546790098,92.15376162346185,35.58863065977899
w11-husband-hot-extras,55,528,536,165,264,89.2155029093932,72.79364089775561,92.15376162346185,35.58863065977899
w11-husband-hot-extras,56,0,804,130,253,73.8532502020552,84.79771388985105,92.15376162346185,35.58863065977899
w11-husband-hot-extras,57,176,804,137,256,76.33776018388457,72.92287064231898,92.15376162346185,35.58863065977899
w11-husband-hot-extras,58,352,804,148,251,68.6815823605707,68.06209468223086,92.15376162346185,35.58863065977899
w11-husband-hot-extras,59,528,804,131,250,64.68021844660194,67.16004247572816,92.15376162346185,35.58863065977899
w11-husband-hot-extras,60,0,1072,159,260,102.83935309973046,77.38194070080863,92.15376162346185,35.58863065977899
w11-husband-hot-extras,61,176,1072,149,254,90.66139150270888,77.76931850584545,92.15376162346185,35.58863065977899
w11-husband-hot-extras,62,352,1072,158,261,99.64072171737126,78.43658632951403,92.15376162346185,35.58863065977899
w11-husband-hot-extras,63,528,1072,150,257,91.75627090301003,80.49414715719064,92.15376162346185,35.58863065977899
w11-husband-rain-hot-motion,0,0,0,271,326,161.38549731983323,115.82727814175104,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,1,276,0,271,327,167.8207340254423,115.22415557830092,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,2,552,0,273,328,162.55903893100347,117.54284980084799,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,3,828,0,272,327,162.4947435897436,116.98910256410255,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,4,0,344,276,342,161.51941808981658,129.3696394686907,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,5,276,344,275,342,166.09540766208252,129.9950884086444,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,6,552,344,276,342,169.60750546202289,130.41627040226192,104.3583125822375,35.58863065977899
w11-husband-rain-hot-motion,7,828,344,273,338,162.1926523297491,124.50550435227854,104.3583125822375,35.58863065977899
w11-husband-rain-hot-social,12,0,0,229,324,122.53704335950837,128.37805849550472,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,13,244,0,230,326,122.34206782072565,124.59769978657815,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,14,488,0,231,322,154.7045639771801,134.0565403422983,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,15,732,0,226,325,134.65792384262917,111.33812608626955,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,16,0,328,229,318,150.90221642764016,140.264667535854,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,17,244,328,230,315,129.6716320183336,113.7619905058111,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,18,488,328,237,316,156.02399028241726,140.67658669905862,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,19,732,328,226,318,136.37650695517775,116.34482225656879,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,20,0,656,234,316,152.45445445445446,126.51406962518072,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,21,244,656,233,314,156.42971603629078,129.8397549192883,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,22,488,656,228,314,136.62687112084703,127.26822441280274,104.86457610794703,35.58863065977899
w11-husband-rain-hot-social,23,732,656,242,317,130.28129513721714,128.32354357246027,104.86457610794703,35.58863065977899
w11-husband-rain-hot-personal,24,0,0,233,320,144.91896571626458,124.10169687175343,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,25,248,0,232,323,147.20094372194728,128.04154678328922,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,26,496,0,232,325,137.6805008441193,116.49184018007878,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,27,744,0,231,325,139.41355020491804,117.9295594262295,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,28,0,328,241,280,135.1733547351525,118.62279293739968,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,29,248,328,245,280,141.01268230818008,119.0438807863031,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,30,496,328,244,282,142.43275925247343,121.8272871625748,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,31,744,328,248,286,144.04321658446878,130.37047563320237,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,32,0,656,239,308,148.34052505966588,130.18262529832936,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,33,248,656,248,302,154.75256683008047,138.8510776061419,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,34,496,656,241,314,157.04771269773408,148.5392047883711,102.3351494305087,35.58863065977899
w11-husband-rain-hot-personal,35,744,656,238,310,147.3189875730994,145.8670504385965,102.3351494305087,35.58863065977899
w11-husband-rain-hot-extras,36,0,0,176,270,123.8602890571232,97.82863041982105,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,37,212,0,176,271,127.39892904953146,97.66951137884872,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,38,424,0,179,271,129.7085894666888,96.57517860109652,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,39,636,0,179,271,128.729809872667,93.62393162393163,90.26346131818605,35.58863065977899
rain-hot,5,0,248,209,238,107.06634977223212,94.16359675183207,86.52846637692983,35.58863065977899
rain-hot,11,220,496,206,231,130.73777777777775,113.4764444444445,86.0953445459029,35.58863065977899
rain-hot,9,660,496,204,219,111.06350114416477,94.4326849733028,84.63084806831031,35.58863065977899
w11-husband-rain-hot-extras,48,0,288,188,228,109.30887573964498,101.10515638207946,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,49,212,288,186,232,96.63814820873549,95.6553247178145,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,50,424,288,182,230,102.87040106065629,97.26864434869076,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,51,636,288,187,231,103.58748928877463,99.8579263067695,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,52,0,576,192,282,115.03514038495496,98.08793925481194,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,53,212,576,184,286,107.26005653402913,95.9997825614264,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,54,424,576,211,283,117.88918721015378,106.54369050524774,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,55,636,576,186,284,102.63510541973872,106.04992885784505,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,56,0,864,177,266,115.83223904596008,111.74742060833445,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,57,212,864,176,268,120.41279069767441,101.76550387596899,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,58,424,864,187,267,110.69181585677748,98.23821702594081,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,59,636,864,178,266,104.90098487513191,96.42138586000704,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,60,0,1152,186,279,119.40808685885438,93.3373268438787,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,61,212,1152,177,276,104.76356891839126,94.96427176884029,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,62,424,1152,184,275,115.37264150943398,91.99245283018868,90.26346131818605,35.58863065977899
w11-husband-rain-hot-extras,63,636,1152,184,278,120.21044517248023,95.41356716130275,90.26346131818605,35.58863065977899
w11-husband-night-motion,0,0,0,171,295,93.05461121157325,79.5915611814346,105.91482982507814,35.58863065977899
w11-husband-night-motion,1,232,0,152,302,79.44067399953195,81.58565410718464,105.91482982507814,35.58863065977899
w11-husband-night-motion,2,464,0,163,300,84.63391159695817,81.05061787072242,105.91482982507814,35.58863065977899
w11-husband-night-motion,3,696,0,170,293,86.36887921653971,79.8812719139161,105.91482982507814,35.58863065977899
w11-husband-night-motion,4,0,304,137,296,75.1371462264151,80.19823113207548,105.91482982507814,35.58863065977899
w11-husband-night-motion,5,232,304,140,293,75.9986048133938,78.77595628415301,105.91482982507814,35.58863065977899
w11-husband-night-motion,6,464,304,139,291,76.56566464738827,79.22276831637902,105.91482982507814,35.58863065977899
w11-husband-night-motion,7,696,304,141,293,76.57959870239097,78.44719452120628,105.91482982507814,35.58863065977899
w11-husband-night-motion,8,0,608,231,242,111.46665781083954,75.27802869287993,105.91482982507814,35.58863065977899
w11-husband-night-motion,9,232,608,221,251,115.89258760107816,75.71482479784368,105.91482982507814,35.58863065977899
w11-husband-night-motion,10,464,608,204,224,114.72634753109688,81.08820203543158,105.91482982507814,35.58863065977899
w11-husband-night-motion,11,696,608,158,299,81.12569483834372,78.18559273964833,105.91482982507814,35.58863065977899
w11-husband-night-social,12,0,0,161,297,87.73893083044277,86.54590899816364,111.0652407937493,35.58863065977899
w11-husband-night-social,13,236,0,201,297,88.64173308808503,82.52278765583486,111.0652407937493,35.58863065977899
w11-husband-night-social,14,472,0,218,300,135.1835224072733,98.59916324724435,111.0652407937493,35.58863065977899
w11-husband-night-social,15,708,0,150,305,74.66434991012582,78.70425404433792,111.0652407937493,35.58863065977899
w11-husband-night-social,16,0,308,220,293,129.18396757487054,82.63836973654583,111.0652407937493,35.58863065977899
w11-husband-night-social,17,236,308,227,294,117.23529411764707,79.85672349554025,111.0652407937493,35.58863065977899
w11-husband-night-social,18,472,308,220,286,120.11911570611525,77.82853057633085,111.0652407937493,35.58863065977899
w11-husband-night-social,19,708,308,151,294,78.63946869070207,80.78781113963612,111.0652407937493,35.58863065977899
w11-husband-night-social,20,0,616,235,289,134.81385823188077,82.6304471498464,111.0652407937493,35.58863065977899
w11-husband-night-social,21,236,616,227,288,134.19234631261855,83.00267767488565,111.0652407937493,35.58863065977899
w11-husband-night-social,22,472,616,164,299,87.06032981665473,86.58137867458773,111.0652407937493,35.58863065977899
w11-husband-night-social,23,708,616,193,291,77.95425035504158,87.63116250760804,111.0652407937493,35.58863065977899
w11-husband-night-personal,24,0,0,163,312,87.11938395134393,89.43702177751618,112.05448050439318,35.58863065977899
w11-husband-night-personal,25,232,0,157,309,83.8413715146948,88.45902411454409,112.05448050439318,35.58863065977899
w11-husband-night-personal,26,464,0,144,315,82.28740075219389,86.688675302967,112.05448050439318,35.58863065977899
w11-husband-night-personal,27,696,0,150,316,84.7495363591996,87.29126403123476,112.05448050439318,35.58863065977899
w11-husband-night-personal,28,0,316,174,264,86.04227625870246,88.06487740893957,112.05448050439318,35.58863065977899
w11-husband-night-personal,29,232,316,172,266,84.9815747080145,88.54067660088603,112.05448050439318,35.58863065977899
w11-husband-night-personal,30,464,316,178,267,88.5099642789998,90.16027448768565,112.05448050439318,35.58863065977899
w11-husband-night-personal,31,696,316,231,272,117.07234175241658,88.01985240619479,112.05448050439318,35.58863065977899
w11-husband-night-personal,32,0,632,210,294,89.22384655261794,86.85028512182478,112.05448050439318,35.58863065977899
w11-husband-night-personal,33,232,632,216,278,87.16212385521152,84.74334932402965,112.05448050439318,35.58863065977899
w11-husband-night-personal,34,464,632,211,297,120.10859078312635,93.9536077183619,112.05448050439318,35.58863065977899
w11-husband-night-personal,35,696,632,196,294,120.70558966758415,93.35221257675207,112.05448050439318,35.58863065977899
w11-husband-night-extras,36,0,0,154,237,99.50587651051151,67.4744247641119,88.97284003745037,35.58863065977899
w11-husband-night-extras,37,180,0,149,237,96.89753065681168,65.39727868301696,88.97284003745037,35.58863065977899
w11-husband-night-extras,38,360,0,152,237,99.01875925621195,65.89814052986671,88.97284003745037,35.58863065977899
w11-husband-night-extras,39,540,0,137,238,87.64378350337196,65.00017292062942,88.97284003745037,35.58863065977899
weather-night,9,744,552,148,231,72.57682309481459,73.19893282254759,115.82109082405458,35.58863065977899
w11-husband-night-extras,48,0,260,163,199,89.87115531752104,67.55654169854628,88.97284003745037,35.58863065977899
w11-husband-night-extras,49,180,260,161,202,72.2453325554259,65.72024504084014,88.97284003745037,35.58863065977899
w11-husband-night-extras,50,360,260,166,200,76.30479817212492,66.04965727341965,88.97284003745037,35.58863065977899
w11-husband-night-extras,51,540,260,142,202,66.60618617729762,67.90469143110847,88.97284003745037,35.58863065977899
w11-husband-night-extras,52,0,520,144,248,69.18247944339026,66.71758380771664,88.97284003745037,35.58863065977899
w11-husband-night-extras,53,180,520,174,253,89.48295635552725,65.85250079643198,88.97284003745037,35.58863065977899
w11-husband-night-extras,54,360,520,179,256,71.37942561920681,85.20194499316213,88.97284003745037,35.58863065977899
w11-husband-night-extras,55,540,520,166,255,99.23930817610062,83.80377358490566,88.97284003745037,35.58863065977899
w11-husband-night-extras,56,0,780,129,256,71.34839192221392,71.79147344801795,88.97284003745037,35.58863065977899
w11-husband-night-extras,57,180,780,137,254,70.34942562163735,68.44714264941108,88.97284003745037,35.58863065977899
w11-husband-night-extras,58,360,780,151,257,68.71481711097334,69.91119032858029,88.97284003745037,35.58863065977899
w11-husband-night-extras,59,540,780,136,256,64.69228559115069,68.41459560407988,88.97284003745037,35.58863065977899
w11-husband-night-extras,60,0,1040,155,255,86.76068788171006,66.77627772420443,88.97284003745037,35.58863065977899
w11-husband-night-extras,61,180,1040,142,250,82.05111873264738,68.87228482769883,88.97284003745037,35.58863065977899
w11-husband-night-extras,62,360,1040,145,251,76.29692556634305,67.93592233009709,88.97284003745037,35.58863065977899
w11-husband-night-extras,63,540,1040,142,251,81.34659270998415,70.38890649762283,88.97284003745037,35.58863065977899
w11-husband-rain-night-motion,0,0,0,251,331,138.24981522542498,114.38270509977826,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,1,260,0,254,332,145.6974481883547,114.10136754546735,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,2,520,0,251,332,143.85960109503324,116.24338417416243,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,3,780,0,252,329,153.06947666924466,116.39881412735241,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,4,0,348,257,329,148.2451196040693,118.24456970030243,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,5,260,348,253,329,148.01404800872885,118.8588379705401,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,6,520,348,252,330,151.0441005802708,122.07672469374597,103.43810271807932,35.58863065977899
w11-husband-rain-night-motion,7,780,348,253,329,150.59310344827585,118.9560872624912,103.43810271807932,35.58863065977899
w11-husband-rain-night-social,12,0,0,229,312,136.40104037651722,113.8123606638593,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,13,252,0,228,311,119.49054939516128,108.61189516129033,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,14,504,0,224,308,138.4921702960607,113.87386836310253,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,15,756,0,220,312,134.644635072423,98.14456475882434,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,16,0,316,229,316,144.8964351134282,107.6457658165422,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,17,252,316,225,310,119.77346093415227,103.50749892872446,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,18,504,316,225,304,129.39126795926907,104.98856186357929,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,19,756,316,221,314,126.76872306034483,109.08512931034483,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,20,0,632,227,306,134.49039922641248,112.51153474236773,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,21,252,632,227,307,138.6355773389073,114.51881216664265,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,22,504,632,226,306,135.0948084054388,109.70766378244747,104.95957539903081,35.58863065977899
w11-husband-rain-night-social,23,756,632,252,306,138.2300239083931,111.92575814772871,104.95957539903081,35.58863065977899
w11-husband-rain-night-personal,24,0,0,233,338,140.36611959141513,123.9781935039596,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,25,260,0,232,339,142.16073465662788,126.87748117727583,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,26,520,0,235,341,151.44204545454545,120.52866161616163,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,27,780,0,234,340,156.1683236201577,119.50085704490914,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,28,0,344,233,301,144.64564564564566,129.36216216216215,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,29,260,344,232,301,143.45119202941527,128.48179338156802,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,30,520,344,233,301,144.281047265987,129.29008341056533,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,31,780,344,258,304,148.53343350864012,125.53643876784372,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,32,0,688,242,314,140.39412307286864,117.2439056529187,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,33,260,688,246,310,144.33473313465186,125.32064481170414,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,34,520,688,235,318,160.06193101679702,118.29734581356584,108.20663986550966,35.58863065977899
w11-husband-rain-night-personal,35,780,688,229,315,150.9985987856142,129.89560952825784,108.20663986550966,35.58863065977899
w11-husband-rain-night-extras,36,0,0,184,254,114.31743579841668,90.82042865418035,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,37,192,0,181,253,113.56792452830189,87.70188679245283,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,38,384,0,180,253,114.18614373880152,86.72785188134581,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,39,576,0,179,256,117.63886572143454,88.19203502919099,83.93006065493329,35.58863065977899
rain-night,5,0,252,209,239,106.93313892938971,92.66631951676732,87.6620402059129,35.58863065977899
rain-night,11,220,504,206,233,130.9552472588946,113.67285746251957,83.94138177676683,35.58863065977899
rain-night,9,660,504,204,221,111.0269366524243,95.77261749953561,85.04458971361458,35.58863065977899
w11-husband-rain-night-extras,48,0,276,187,222,110.32738314317263,96.99411115200589,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,49,192,276,187,226,100.41288865728677,95.37137397950322,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,50,384,276,190,222,101.38915727321523,93.68795848989086,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,51,576,276,186,219,102.2511013215859,93.51964023494861,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,52,0,552,188,266,107.66138165345413,94.99226123065307,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,53,192,552,187,275,108.8249570036308,94.08064207911332,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,54,384,552,191,263,90.42304246550796,98.22325748073821,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,55,576,552,183,264,94.24545130217624,97.28255440599358,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,56,0,828,177,266,109.599340048628,98.71240013893713,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,57,192,828,183,269,113.15744322960472,91.69201009251472,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,58,384,828,178,266,103.39340400471141,94.77090694935218,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,59,576,828,178,270,105.90657011656657,94.5879547862946,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,60,0,1104,185,273,115.54089873679851,91.06067508800994,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,61,192,1104,185,271,108.44619078803754,94.87382667539839,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,62,384,1104,185,271,110.46311389759666,92.71118077324974,83.93006065493329,35.58863065977899
w11-husband-rain-night-extras,63,576,1104,181,274,110.7540004267122,95.55664604224451,83.93006065493329,35.58863065977899
wife-motion,0,0,0,195,330,115.9707812830828,101.70738937116239,100.82647434883879,27.113951200435526
wife-motion,1,260,0,193,330,115.87898936170211,101.79787234042553,100.8378237103758,27.113951200435526
wife-motion,2,520,0,195,330,116.5949452024156,102.49407291433684,100.6422088753774,27.113951200435526
wife-motion,3,780,0,190,330,115.74595210946404,102.10262257696694,100.83250817110718,27.113951200435526
wife-motion,4,0,352,194,345,97.21950726978997,102.08966074313412,98.78052734346704,27.113951200435526
wife-motion,5,260,352,194,344,99.5656050955414,101.24640582347587,97.74956390731126,27.113951200435526
wife-motion,6,520,352,193,345,96.25336555056958,102.17621677597515,95.79498782938472,27.113951200435526
wife-motion,7,780,352,193,344,97.63008957654722,101.40574104234531,97.95495597118543,27.113951200435526
wife-motion,8,0,704,245,310,116.40355497037525,102.84309852973445,91.26725596943325,27.113951200435526
wife-motion,9,260,704,254,296,135.96397598398931,103.60084500778294,91.0067730650253,27.113951200435526
wife-motion,10,520,704,235,280,121.59836251989987,113.78690015919949,85.07925219480722,27.113951200435526
wife-motion,11,780,704,190,324,91.9545823195458,101.8152879156529,99.0,27.113951200435526
wife-social,0,0,0,178,332,101.72354260089685,96.19013452914798,92.83766842416358,27.113951200435526
wife-social,1,236,0,192,331,102.50835214446954,92.94266365688487,93.32795248041194,27.113951200435526
wife-social,2,472,0,226,326,120.6785862785863,100.51954261954262,106.57294905068204,27.113951200435526
wife-social,3,708,0,185,328,101.78284954575668,99.1626412585863,94.0013995025478,27.113951200435526
wife-social,4,0,340,208,326,115.90469382892542,96.20657612580413,91.3174448375095,27.113951200435526
wife-social,5,236,340,231,326,122.873388042204,93.71840562719814,91.83390945212858,27.113951200435526
wife-social,6,472,340,218,326,123.39826839826833,94.32380952380953,83.35177673241171,27.113951200435526
wife-social,7,708,340,180,324,104.22757361333026,94.03971695959825,86.34980122314542,27.113951200435526
wife-social,8,0,680,222,331,112.33381364073006,96.58669548511045,90.70802700959104,27.113951200435526
wife-social,9,236,680,206,330,108.47619047619048,96.64065040650405,91.59926441465228,27.113951200435526
wife-social,10,472,680,177,334,105.00794989159238,92.7668031799567,88.68224139620273,27.113951200435526
wife-social,11,708,680,201,332,105.11887952630377,95.34342974265542,93.99213799722348,27.113951200435526
wife-personal,0,0,0,180,334,111.54425921577834,91.89950692650856,95.4348806832673,27.113951200435526
wife-personal,1,216,0,174,334,112.97018533440774,92.83662369057213,92.52437877356627,27.113951200435526
wife-personal,2,432,0,172,334,109.89574825846739,90.33101128993515,96.36378638444151,27.113951200435526
wife-personal,3,648,0,175,335,110.90562036055144,91.06044538706257,93.8127389974008,27.113951200435526
wife-personal,4,0,348,208,286,115.97217928902629,97.4519761536763,98.18138039797859,27.113951200435526
wife-personal,5,216,348,208,287,115.33319788703778,98.561154002438,97.94697690417382,27.113951200435526
wife-personal,6,432,348,208,288,115.55187549880293,101.67378292098965,97.82445661779431,27.113951200435526
wife-personal,7,648,348,212,296,120.33134389792144,96.41654661452975,101.21049870476966,27.113951200435526
wife-personal,8,0,696,187,333,118.01365409622886,98.53749458170785,98.29973959602745,27.113951200435526
wife-personal,9,216,696,182,334,116.72730989370405,100.284341782502,101.9672313599996,27.113951200435526
wife-personal,10,432,696,201,344,107.69179498965752,91.11353711790389,93.00584525204297,27.113951200435526
wife-personal,11,648,696,170,344,104.18053057553959,89.57149280575538,91.11803476588926,27.113951200435526
kiss,4,0,340,210,333,140.8982497082847,95.72368728121353,97.23947750760183,27.113951200435526
kiss,5,216,340,208,333,145.56908315565033,92.70511727078895,97.38577230835403,27.113951200435526
kiss,6,432,340,205,333,141.59291251384275,91.64496124031007,96.92588551173452,27.113951200435526
kiss,7,648,340,182,333,117.42334957908724,94.68564466105448,90.70826679859977,27.113951200435526
parachutes,4,824,0,408,495,150.92025961984234,151.08261474269818,148.83946635753733,27.113951200435526
parachutes,5,1236,0,370,497,165.41884402216942,155.6450250725785,142.89547120044767,27.113951200435526
peeking,2,920,0,456,504,215.68715083798884,255.73067802741048,232.88417734474166,27.113951200435526
peeking,3,1380,0,456,504,218.93455661529322,252.92610804923925,223.14825574680043,27.113951200435526
cooling,4,0,468,264,464,142.0824003142801,143.44932233352972,152.77158287696773,27.113951200435526
cooling,5,316,468,303,459,180.96560360661215,141.1228919686091,152.38327565681098,27.113951200435526
cooling,6,632,468,293,400,172.2472138876983,157.80507929704243,140.49756473450918,27.113951200435526
cooling,7,948,468,306,396,158.65771437679314,143.60567421102962,151.20056763663507,27.113951200435526
wife-idle,0,0,0,190,249,92.86838774993672,91.85598582637306,85.0,27.113951200435526
wife-idle,1,196,0,172,253,82.81757533931443,89.44559466298597,85.0,27.113951200435526
wife-idle,2,392,0,175,254,77.78543478260872,96.47413043478261,85.0,27.113951200435526
wife-idle,3,588,0,179,246,85.91514795218495,94.03292181069958,85.0,27.113951200435526
wife-idle,4,0,344,169,332,89.54845754845755,85.09500409500413,82.0,27.113951200435526
wife-idle,5,196,344,188,337,92.55894254113838,82.15915834906934,82.0,27.113951200435526
wife-idle,6,392,344,179,320,88.16028708133967,86.74375332270074,82.0,27.113951200435526
wife-idle,7,588,344,175,323,87.67846944603082,88.01827527127352,82.0,27.113951200435526
wife-idle,8,0,688,165,329,79.0167738328208,87.1582331562762,82.0,27.113951200435526
wife-idle,9,196,688,168,332,76.18919691340386,87.28093741068881,82.0,27.113951200435526
wife-idle,10,392,688,180,328,87.54820104366934,90.12359241966487,82.0,27.113951200435526
wife-idle,11,588,688,168,332,83.00077821011678,90.80959792477302,82.0,27.113951200435526
wife-idle,12,0,1032,179,283,111.20416792509815,83.51132588341898,82.0,27.113951200435526
wife-idle,13,196,1032,182,277,121.18235877106042,83.3977535513709,82.0,27.113951200435526
wife-idle,14,392,1032,169,284,104.1152200488998,82.03514669926653,82.0,27.113951200435526
wife-idle,15,588,1032,176,275,120.57196198234897,86.97352342158865,82.0,27.113951200435526
w11-wife-rain-default-motion,0,0,0,271,322,156.64527027027026,131.07094594594594,86.48209358385981,27.113951200435526
w11-wife-rain-default-motion,1,284,0,279,321,166.26187008447422,131.40343722691523,86.48209358385981,27.113951200435526
w11-wife-rain-default-motion,2,568,0,275,322,166.58038768529076,131.10091220068415,86.48209358385981,27.113951200435526
w11-wife-rain-default-motion,3,852,0,274,321,170.93023255813952,131.48142555119298,86.48209358385981,27.113951200435526
w11-wife-rain-default-motion,4,0,352,283,352,151.79742511823437,139.33263268523385,86.48209358385981,27.113951200435526
w11-wife-rain-default-motion,5,284,352,280,352,152.0204409738172,137.29490124023886,86.48209358385981,27.113951200435526
w11-wife-rain-default-motion,6,568,352,282,352,158.07139649753032,136.033228558599,86.48209358385981,27.113951200435526
